#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
WP_310531292.1       -          hits_all_aligned     -            7.7e-55  200.9   4.9   8.9e-55  200.6   4.9   1.1   1   0   0   1   1   1   1 lasso peptide biosynthesis B2 protein [Novosphingobium sp.]
WP_166743755.1       -          hits_all_aligned     -            8.5e-55  200.7   6.2   9.3e-55  200.6   6.2   1.0   1   0   0   1   1   1   1 lasso peptide biosynthesis B2 protein [Xanthomonas cannabis]
MBX3562696.1         -          hits_all_aligned     -            9.1e-55  200.6   2.8     1e-54  200.5   2.8   1.0   1   0   0   1   1   1   1 lasso peptide biosynthesis B2 protein [Sphingomonas sp.]
PNQ77339.1           -          hits_all_aligned     -              1e-54  200.4   2.5   1.2e-54  200.2   2.5   1.0   1   0   0   1   1   1   1 hypothetical protein BA950_04685 [Erythrobacter sp. SAORIC-644]
WP_407654897.1       -          hits_all_aligned     -            1.4e-54  200.1   5.1   1.6e-54  199.8   5.1   1.0   1   0   0   1   1   1   1 lasso peptide biosynthesis B2 protein [Blastomonas marina]
MFM2274038.1         -          hits_all_aligned     -            1.5e-54  199.9   7.8   1.9e-54  199.6   7.8   1.1   1   0   0   1   1   1   1 hypothetical protein [Pseudomonadota bacterium]
WP_372362202.1       -          hits_all_aligned     -            1.6e-54  199.8   2.3   1.8e-54  199.7   2.3   1.0   1   0   0   1   1   1   1 lasso peptide biosynthesis B2 protein [Xanthomonas sp. NCPPB 1325]
WP_160752621.1       -          hits_all_aligned     -            1.6e-54  199.8   4.7   1.9e-54  199.5   4.7   1.1   1   0   0   1   1   1   1 lasso peptide biosynthesis B2 protein [Qipengyuania algicida]
NUQ17204.1           -          hits_all_aligned     -            1.8e-54  199.6   0.6     2e-54  199.5   0.6   1.0   1   0   0   1   1   1   1 lasso peptide biosynthesis B2 protein [Sphingomonas sp.]
WP_258078593.1       -          hits_all_aligned     -              2e-54  199.5   1.3   2.1e-54  199.4   1.3   1.0   1   0   0   1   1   1   1 lasso peptide biosynthesis B2 protein [Xanthomonas arboricola]
WP_037515039.1       -          hits_all_aligned     -            2.3e-54  199.3   0.2   2.6e-54  199.1   0.2   1.0   1   0   0   1   1   1   1 lasso peptide biosynthesis B2 protein [Sphingopyxis sp. LC81]
MBU2605188.1         -          hits_all_aligned     -            2.5e-54  199.2   4.1   3.1e-54  198.9   4.1   1.1   1   0   0   1   1   1   1 lasso peptide biosynthesis B2 protein [Alphaproteobacteria bacterium]
WP_346784727.1       -          hits_all_aligned     -            3.3e-54  198.8   3.8   3.6e-54  198.7   3.8   1.0   1   0   0   1   1   1   1 lasso peptide biosynthesis B2 protein [Aurantiacibacter flavus]
WP_104551972.1       -          hits_all_aligned     -            4.1e-54  198.5   2.4   4.5e-54  198.3   2.4   1.0   1   0   0   1   1   1   1 lasso peptide biosynthesis B2 protein [Xanthomonas hortorum]
MBD3774932.1         -          hits_all_aligned     -            5.6e-54  198.0   7.2   6.3e-54  197.9   7.2   1.0   1   0   0   1   1   1   1 lasso peptide biosynthesis B2 protein [Paracoccaceae bacterium]
MGB5779082.1         -          hits_all_aligned     -            5.6e-54  198.0   3.7   6.3e-54  197.9   3.7   1.0   1   0   0   1   1   1   1 lasso peptide biosynthesis B2 protein [Allopontixanthobacter sediminis]
HEY2660391.1         -          hits_all_aligned     -            5.7e-54  198.0   0.6   6.3e-54  197.9   0.6   1.0   1   0   0   1   1   1   1 lasso peptide biosynthesis B2 protein [Caulobacteraceae bacterium]
WP_367004529.1       -          hits_all_aligned     -            7.4e-54  197.6   4.2   8.7e-54  197.4   4.2   1.1   1   0   0   1   1   1   1 lasso peptide biosynthesis B2 protein [Parasphingorhabdus sp. JC815]
WP_119591308.1       -          hits_all_aligned     -              8e-54  197.5   3.7   8.9e-54  197.4   3.7   1.0   1   0   0   1   1   1   1 lasso peptide biosynthesis B2 protein [Aurantiacibacter xanthus]
WP_100868092.1       -          hits_all_aligned     -            8.4e-54  197.5   7.5   9.9e-54  197.2   7.5   1.1   1   0   0   1   1   1   1 lasso peptide biosynthesis B2 protein [Novosphingobium kunmingense]
WP_167173020.1       -          hits_all_aligned     -            9.9e-54  197.2   1.6   1.1e-53  197.1   1.6   1.0   1   0   0   1   1   1   1 lasso peptide biosynthesis B2 protein [Oleiagrimonas sp. C23AA]
WP_313911007.1       -          hits_all_aligned     -            1.4e-53  196.7   0.4   1.7e-53  196.5   0.4   1.0   1   0   0   1   1   1   1 lasso peptide biosynthesis B2 protein [Sphingopyxis sp. SE2]
WP_062098388.1       -          hits_all_aligned     -            1.4e-53  196.7   2.6   1.6e-53  196.6   2.6   1.0   1   0   0   1   1   1   1 lasso peptide biosynthesis B2 protein [Caulobacter sp. CCH5-E12]
WP_390478134.1       -          hits_all_aligned     -              2e-53  196.2   4.3   2.4e-53  196.0   4.3   1.1   1   0   0   1   1   1   1 MULTISPECIES: lasso peptide biosynthesis B2 protein [Erythrobacteraceae]
WP_183427196.1       -          hits_all_aligned     -            2.2e-53  196.1   2.9   2.4e-53  196.0   2.9   1.0   1   0   0   1   1   1   1 lasso peptide biosynthesis B2 protein [Luteimonas sp. RC10]
MDP3673774.1         -          hits_all_aligned     -            2.3e-53  196.1   1.2   2.5e-53  195.9   1.2   1.0   1   0   0   1   1   1   1 lasso peptide biosynthesis B2 protein [Novosphingobium sp.]
WP_425410060.1       -          hits_all_aligned     -            2.3e-53  196.0   2.3   2.5e-53  195.9   2.3   1.0   1   0   0   1   1   1   1 lasso peptide biosynthesis B2 protein [Hyphococcus sp.]
WP_281124241.1       -          hits_all_aligned     -            2.3e-53  196.0   3.9   2.6e-53  195.9   3.9   1.0   1   0   0   1   1   1   1 lasso peptide biosynthesis B2 protein [Sphingomonas sp. AR_OL41]
WP_160734391.1       -          hits_all_aligned     -            2.8e-53  195.8   6.6   3.2e-53  195.6   6.6   1.1   1   0   0   1   1   1   1 lasso peptide biosynthesis B2 protein [Pelagerythrobacter marinus]
WP_294017751.1       -          hits_all_aligned     -            3.4e-53  195.5   3.3   3.8e-53  195.3   3.3   1.0   1   0   0   1   1   1   1 lasso peptide biosynthesis B2 protein [Sphingomonas sp.]
WP_238586658.1       -          hits_all_aligned     -              4e-53  195.2   0.2   4.4e-53  195.1   0.2   1.0   1   0   0   1   1   1   1 lasso peptide biosynthesis B2 protein [Sphingopyxis sp. C-1]
WP_291878984.1       -          hits_all_aligned     -            4.3e-53  195.2   0.7   4.7e-53  195.0   0.7   1.0   1   0   0   1   1   1   1 lasso peptide biosynthesis B2 protein [Caulobacter sp.]
WP_016903881.1       -          hits_all_aligned     -            4.7e-53  195.0   1.2   5.1e-53  194.9   1.2   1.0   1   0   0   1   1   1   1 lasso peptide biosynthesis B2 protein [Xanthomonas arboricola]
WP_173204349.1       -          hits_all_aligned     -            5.6e-53  194.8   1.9   7.1e-53  194.4   1.9   1.1   1   0   0   1   1   1   1 lasso peptide biosynthesis B2 protein [Sphingopyxis sp. BSNA05]
MDR3511065.1         -          hits_all_aligned     -            5.9e-53  194.7   2.1   6.5e-53  194.6   2.1   1.0   1   0   0   1   1   1   1 lasso peptide biosynthesis B2 protein [Caulobacteraceae bacterium]
WP_056054248.1       -          hits_all_aligned     -            6.9e-53  194.5   1.6   7.5e-53  194.3   1.6   1.0   1   0   0   1   1   1   1 MULTISPECIES: lasso peptide biosynthesis B2 protein [unclassified Caulobacter]
WP_417619445.1       -          hits_all_aligned     -            7.1e-53  194.4   2.8   9.4e-53  194.0   2.8   1.1   1   0   0   1   1   1   1 lasso peptide biosynthesis B2 protein [Parasphingorhabdus sp.]
WP_206234078.1       -          hits_all_aligned     -            9.5e-53  194.0   0.9     1e-52  193.9   0.9   1.0   1   0   0   1   1   1   1 lasso peptide biosynthesis B2 protein [Xanthomonas sp.]
WP_188821804.1       -          hits_all_aligned     -            1.1e-52  193.9   0.5   1.2e-52  193.7   0.5   1.0   1   0   0   1   1   1   1 MULTISPECIES: lasso peptide biosynthesis B2 protein [Novosphingobium]
WP_222828547.1       -          hits_all_aligned     -            1.1e-52  193.8   1.9   1.3e-52  193.6   1.9   1.0   1   0   0   1   1   1   1 lasso peptide biosynthesis B2 protein [Qipengyuania pacifica]
WP_119511831.1       -          hits_all_aligned     -            1.2e-52  193.7  10.3   1.4e-52  193.5  10.3   1.0   1   0   0   1   1   1   1 lasso peptide biosynthesis B2 protein [Pelagerythrobacter aerophilus]
SNS96211.1           -          hits_all_aligned     -            1.3e-52  193.5   9.1   1.5e-52  193.4   9.1   1.0   1   0   0   1   1   1   1 Transglutaminase-like superfamily protein [Sphingopyxis indica]
WP_429591839.1       -          hits_all_aligned     -            1.3e-52  193.5   1.7   1.5e-52  193.4   1.7   1.0   1   0   0   1   1   1   1 lasso peptide biosynthesis B2 protein [Sphingomonas zeicaulis]
PBJ83976.1           -          hits_all_aligned     -              2e-52  193.0   1.2   2.2e-52  192.8   1.2   1.0   1   0   0   1   1   1   1 hypothetical protein CMZ84_05795 [Lysobacteraceae bacterium NML93-0399]
MDB6088119.1         -          hits_all_aligned     -            2.1e-52  192.9   0.8   3.7e-52  192.1   0.8   1.3   1   1   0   1   1   1   1 hypothetical protein [Gammaproteobacteria bacterium]
TCP65468.1           -          hits_all_aligned     -            2.5e-52  192.6   6.6   2.8e-52  192.5   6.6   1.0   1   0   0   1   1   1   1 transglutaminase superfamily protein [Sphingomonas sp. PP-CE-1G-424]
WP_160354102.1       -          hits_all_aligned     -            2.6e-52  192.6   4.1   3.4e-52  192.2   4.1   1.1   1   0   0   1   1   1   1 lasso peptide biosynthesis B2 protein [Sphingorhabdus profundilacus]
WP_058539832.1       -          hits_all_aligned     -            3.2e-52  192.3   2.5   3.5e-52  192.2   2.5   1.0   1   0   0   1   1   1   1 MULTISPECIES: lasso peptide biosynthesis B2 protein [unclassified Sphingopyxis]
WP_140725802.1       -          hits_all_aligned     -            3.9e-52  192.0   0.2   4.3e-52  191.9   0.2   1.0   1   0   0   1   1   1   1 lasso peptide biosynthesis B2 protein [Pseudomonas sp. Hp2]
WP_386709252.1       -          hits_all_aligned     -            4.3e-52  191.9   2.1   4.7e-52  191.8   2.1   1.0   1   0   0   1   1   1   1 lasso peptide biosynthesis B2 protein [Luteimonas notoginsengisoli]
WP_194917773.1       -          hits_all_aligned     -            4.6e-52  191.8   1.3     5e-52  191.6   1.3   1.0   1   0   0   1   1   1   1 lasso peptide biosynthesis B2 protein [Novosphingobium sp. NBM11]
MES2326209.1         -          hits_all_aligned     -            4.7e-52  191.7   6.9   5.2e-52  191.6   6.9   1.0   1   0   0   1   1   1   1 lasso peptide biosynthesis B2 protein [Pseudomonadota bacterium]
MGH8169531.1         -          hits_all_aligned     -            5.3e-52  191.6   1.9   6.1e-52  191.4   1.9   1.0   1   0   0   1   1   1   1 lasso peptide biosynthesis B2 protein [Steroidobacteraceae bacterium]
MCR6700948.1         -          hits_all_aligned     -            6.5e-52  191.3   0.0   7.2e-52  191.1   0.0   1.0   1   0   0   1   1   1   1 lasso peptide biosynthesis B2 protein [Dokdonella sp.]
HET6942851.1         -          hits_all_aligned     -            6.5e-52  191.3   0.1   7.1e-52  191.2   0.1   1.0   1   0   0   1   1   1   1 lasso peptide biosynthesis B2 protein [Sphingomicrobium sp.]
WP_330899093.1       -          hits_all_aligned     -            6.5e-52  191.3   0.5   7.1e-52  191.2   0.5   1.0   1   0   0   1   1   1   1 lasso peptide biosynthesis B2 protein [Sphingobium sp.]
MBW4051918.1         -          hits_all_aligned     -            6.9e-52  191.2   0.7   7.9e-52  191.0   0.7   1.0   1   0   0   1   1   1   1 lasso peptide biosynthesis B2 protein [Pseudomonadota bacterium]
MBJ7439934.1         -          hits_all_aligned     -            7.4e-52  191.1   3.8   8.2e-52  191.0   3.8   1.0   1   0   0   1   1   1   1 lasso peptide biosynthesis B2 protein [Sphingopyxis sp.]
MGH8294817.1         -          hits_all_aligned     -            7.5e-52  191.1   5.2   8.8e-52  190.9   5.2   1.1   1   0   0   1   1   1   1 lasso peptide biosynthesis B2 protein [Steroidobacteraceae bacterium]
WP_336971427.1       -          hits_all_aligned     -            7.6e-52  191.1   1.3   8.4e-52  190.9   1.3   1.0   1   0   0   1   1   1   1 lasso peptide biosynthesis B2 protein [Sphingobium aromaticiconvertens]
WP_188515270.1       -          hits_all_aligned     -            7.8e-52  191.0   3.3   8.5e-52  190.9   3.3   1.0   1   0   0   1   1   1   1 lasso peptide biosynthesis B2 protein [Blastomonas aquatica]
WP_104579210.1       -          hits_all_aligned     -              8e-52  191.0   1.6   8.8e-52  190.9   1.6   1.0   1   0   0   1   1   1   1 MULTISPECIES: lasso peptide biosynthesis B2 protein [unclassified Xanthomonas]
HEX5185022.1         -          hits_all_aligned     -            8.1e-52  191.0   3.7   8.9e-52  190.8   3.7   1.0   1   0   0   1   1   1   1 lasso peptide biosynthesis B2 protein [Allosphingosinicella sp.]
HPE30723.1           -          hits_all_aligned     -            9.9e-52  190.7   1.4   1.1e-51  190.6   1.4   1.0   1   0   0   1   1   1   1 lasso peptide biosynthesis B2 protein [Parvularculaceae bacterium]
HEY2036081.1         -          hits_all_aligned     -              1e-51  190.7   0.7   1.3e-51  190.3   0.7   1.1   1   0   0   1   1   1   1 lasso peptide biosynthesis B2 protein [Steroidobacteraceae bacterium]
MDP3906750.1         -          hits_all_aligned     -            1.1e-51  190.6   5.8   1.3e-51  190.3   5.8   1.1   1   0   0   1   1   1   1 lasso peptide biosynthesis B2 protein [Novosphingobium sp.]
WP_272781323.1       -          hits_all_aligned     -            1.1e-51  190.6   0.6   1.2e-51  190.5   0.6   1.0   1   0   0   1   1   1   1 lasso peptide biosynthesis B2 protein [Sphingomonas koreensis]
MEO9216657.1         -          hits_all_aligned     -            1.2e-51  190.5   0.8   1.3e-51  190.3   0.8   1.0   1   0   0   1   1   1   1 lasso peptide biosynthesis B2 protein [Rhodanobacter sp.]
WP_116091774.1       -          hits_all_aligned     -            1.2e-51  190.4   5.8   1.3e-51  190.3   5.8   1.0   1   0   0   1   1   1   1 lasso peptide biosynthesis B2 protein [Sphingomonas crusticola]
WP_304275885.1       -          hits_all_aligned     -            1.3e-51  190.3   4.2   1.4e-51  190.2   4.2   1.0   1   0   0   1   1   1   1 lasso peptide biosynthesis B2 protein [Caulobacter segnis]
WP_165421722.1       -          hits_all_aligned     -            1.3e-51  190.3   2.7   1.4e-51  190.2   2.7   1.0   1   0   0   1   1   1   1 lasso peptide biosynthesis B2 protein [Pseudoxanthomonas winnipegensis]
WP_426387571.1       -          hits_all_aligned     -            1.3e-51  190.3   0.7   1.5e-51  190.1   0.7   1.0   1   0   0   1   1   1   1 lasso peptide biosynthesis B2 protein [Sphingobium sp. R-21]
WP_371136520.1       -          hits_all_aligned     -            1.5e-51  190.1   5.8     2e-51  189.7   5.8   1.1   1   0   0   1   1   1   1 lasso peptide biosynthesis B2 protein [Novosphingobium sp.]
WP_148629041.1       -          hits_all_aligned     -            1.6e-51  190.0   1.0   1.7e-51  189.9   1.0   1.0   1   0   0   1   1   1   1 lasso peptide biosynthesis B2 protein [Novosphingobium sp. BW1]
HET9108673.1         -          hits_all_aligned     -            1.7e-51  189.9   0.2   2.1e-51  189.6   0.2   1.1   1   0   0   1   1   1   1 lasso peptide biosynthesis B2 protein [Steroidobacteraceae bacterium]
HWF97818.1           -          hits_all_aligned     -            1.9e-51  189.7   0.6   2.3e-51  189.5   0.6   1.1   1   0   0   1   1   1   1 lasso peptide biosynthesis B2 protein [Steroidobacteraceae bacterium]
WP_188771829.1       -          hits_all_aligned     -              2e-51  189.7   9.3   2.2e-51  189.6   9.3   1.0   1   0   0   1   1   1   1 lasso peptide biosynthesis B2 protein [Novosphingobium endophyticum]
WP_184601699.1       -          hits_all_aligned     -            2.2e-51  189.6   6.0   2.4e-51  189.4   6.0   1.0   1   0   0   1   1   1   1 lasso peptide biosynthesis B2 protein [Rhodanobacter sp. MP1X3]
WP_106512340.1       -          hits_all_aligned     -            2.2e-51  189.6   0.6   2.4e-51  189.4   0.6   1.0   1   0   0   1   1   1   1 lasso peptide biosynthesis B2 protein [Allosphingosinicella deserti]
WP_232116855.1       -          hits_all_aligned     -            2.2e-51  189.5   0.8   2.4e-51  189.4   0.8   1.0   1   0   0   1   1   1   1 lasso peptide biosynthesis B2 protein [Luteimonas sp. XNQY3]
MFL6604470.1         -          hits_all_aligned     -            2.3e-51  189.5   0.1     3e-51  189.1   0.1   1.2   1   0   0   1   1   1   1 lasso peptide biosynthesis B2 protein [Steroidobacteraceae bacterium]
WP_431869545.1       -          hits_all_aligned     -            2.5e-51  189.4   4.3   2.9e-51  189.2   4.3   1.0   1   0   0   1   1   1   1 lasso peptide biosynthesis B2 protein [Allosphingosinicella sp.]
HEY6516966.1         -          hits_all_aligned     -            2.7e-51  189.2   5.2     3e-51  189.1   5.2   1.0   1   0   0   1   1   1   1 lasso peptide biosynthesis B2 protein [Steroidobacteraceae bacterium]
WP_152998591.1       -          hits_all_aligned     -            2.8e-51  189.2   1.7   3.4e-51  188.9   1.7   1.0   1   0   0   1   1   1   1 lasso peptide biosynthesis B2 protein [Sphingopyxis sp. H115]
WP_428408665.1       -          hits_all_aligned     -            2.9e-51  189.2   0.3   3.1e-51  189.1   0.3   1.0   1   0   0   1   1   1   1 lasso peptide biosynthesis B2 protein [Hyphococcus sp.]
MFW2449245.1         -          hits_all_aligned     -            2.9e-51  189.2   1.4   3.4e-51  188.9   1.4   1.1   1   0   0   1   1   1   1 lasso peptide biosynthesis B2 protein [Qipengyuania pacifica]
WP_168355767.1       -          hits_all_aligned     -            3.2e-51  189.0   7.7   3.5e-51  188.9   7.7   1.0   1   0   0   1   1   1   1 lasso peptide biosynthesis B2 protein [Sphingomonas gei]
WP_310149741.1       -          hits_all_aligned     -            3.3e-51  189.0   0.1   3.6e-51  188.9   0.1   1.0   1   0   0   1   1   1   1 lasso peptide biosynthesis B2 protein [Luteimonas sp. 3794]
HYC95831.1           -          hits_all_aligned     -              4e-51  188.7   0.1   4.5e-51  188.5   0.1   1.0   1   0   0   1   1   1   1 lasso peptide biosynthesis B2 protein [Sphingomicrobium sp.]
MGH8298866.1         -          hits_all_aligned     -            4.2e-51  188.6   1.6     5e-51  188.4   1.6   1.0   1   0   0   1   1   1   1 lasso peptide biosynthesis B2 protein [Steroidobacteraceae bacterium]
WP_183613126.1       -          hits_all_aligned     -            4.3e-51  188.6   2.2   4.8e-51  188.5   2.2   1.0   1   0   0   1   1   1   1 lasso peptide biosynthesis B2 protein [Novosphingobium hassiacum]
HVS78353.1           -          hits_all_aligned     -            4.4e-51  188.6   0.0   5.1e-51  188.4   0.0   1.0   1   0   0   1   1   1   1 lasso peptide biosynthesis B2 protein [Steroidobacteraceae bacterium]
WP_253135407.1       -          hits_all_aligned     -            4.7e-51  188.5   0.4   5.2e-51  188.3   0.4   1.0   1   0   0   1   1   1   1 lasso peptide biosynthesis B2 protein [Stenotrophomonas maltophilia]
WP_197253246.1       -          hits_all_aligned     -            4.9e-51  188.4   0.0   5.3e-51  188.3   0.0   1.0   1   0   0   1   1   1   1 lasso peptide biosynthesis B2 protein [Paenibacillus dendritiformis]
MDE2261332.1         -          hits_all_aligned     -            6.3e-51  188.1   1.1   7.6e-51  187.8   1.1   1.1   1   0   0   1   1   1   1 lasso peptide biosynthesis B2 protein [Gammaproteobacteria bacterium]
WP_407352868.1       -          hits_all_aligned     -            6.5e-51  188.0   4.8   7.2e-51  187.9   4.8   1.0   1   0   0   1   1   1   1 lasso peptide biosynthesis B2 protein [Luteimonas sp. R10]
WP_264393693.1       -          hits_all_aligned     -            6.8e-51  188.0   0.6   7.9e-51  187.7   0.6   1.1   1   0   0   1   1   1   1 lasso peptide biosynthesis B2 protein [Porphyrobacter sp. ULC335]
MDB5576862.1         -          hits_all_aligned     -            6.9e-51  187.9   1.1   7.5e-51  187.8   1.1   1.0   1   0   0   1   1   1   1 hypothetical protein [Bradyrhizobium sp.]
MFI4884603.1         -          hits_all_aligned     -            7.6e-51  187.8   0.5   9.2e-51  187.5   0.5   1.1   1   0   0   1   1   1   1 lasso peptide biosynthesis B2 protein [Steroidobacterales bacterium]
WP_327474150.1       -          hits_all_aligned     -            8.1e-51  187.7   2.6   8.9e-51  187.6   2.6   1.0   1   0   0   1   1   1   1 lasso peptide biosynthesis B2 protein [Frateuria sp.]
WP_144893425.1       -          hits_all_aligned     -            8.2e-51  187.7   1.5     9e-51  187.6   1.5   1.0   1   0   0   1   1   1   1 lasso peptide biosynthesis B2 protein [Luteimonas granuli]
WP_099185342.1       -          hits_all_aligned     -            8.2e-51  187.7   8.7   8.9e-51  187.6   8.7   1.0   1   0   0   1   1   1   1 lasso peptide biosynthesis B2 protein [Sphingobium fuliginis]
WP_023462667.1       -          hits_all_aligned     -            8.5e-51  187.6   0.2   9.4e-51  187.5   0.2   1.0   1   0   0   1   1   1   1 lasso peptide biosynthesis B2 protein [Asticcacaulis sp. YBE204]
WP_184509562.1       -          hits_all_aligned     -            8.8e-51  187.6   0.4   9.5e-51  187.5   0.4   1.0   1   0   0   1   1   1   1 lasso peptide biosynthesis B2 protein [Rhodanobacter sp. ANJX3]
WP_341203815.1       -          hits_all_aligned     -              1e-50  187.4   5.0   1.1e-50  187.2   5.0   1.0   1   0   0   1   1   1   1 lasso peptide biosynthesis B2 protein [uncultured Sphingomonas sp.]
WP_183112663.1       -          hits_all_aligned     -            1.1e-50  187.3   1.5   1.2e-50  187.2   1.5   1.0   1   0   0   1   1   1   1 lasso peptide biosynthesis B2 protein [Sphingomonas sp. So64.6b]
MBS86741.1           -          hits_all_aligned     -            1.1e-50  187.2   1.7   1.5e-50  186.8   1.7   1.1   1   0   0   1   1   1   1 hypothetical protein [Sphingobium sp.]
WP_129386962.1       -          hits_all_aligned     -            1.1e-50  187.2   1.7   1.2e-50  187.1   1.7   1.0   1   0   0   1   1   1   1 lasso peptide biosynthesis B2 protein [Sphingosinicella sp. BN140058]
WP_233783766.1       -          hits_all_aligned     -            1.2e-50  187.2   2.3   1.3e-50  187.0   2.3   1.0   1   0   0   1   1   1   1 lasso peptide biosynthesis B2 protein [Sphingomonas cannabina]
MEM8817695.1         -          hits_all_aligned     -            1.2e-50  187.1   0.0   1.3e-50  187.0   0.0   1.0   1   0   0   1   1   1   1 lasso peptide biosynthesis B2 protein [Pseudomonadota bacterium]
WP_285833115.1       -          hits_all_aligned     -            1.3e-50  187.1   0.9   1.4e-50  187.0   0.9   1.0   1   0   0   1   1   1   1 lasso peptide biosynthesis B2 protein [Sphingobium sp. V4]
WP_196225535.1       -          hits_all_aligned     -            1.3e-50  187.1   2.1   1.4e-50  187.0   2.1   1.0   1   0   0   1   1   1   1 lasso peptide biosynthesis B2 protein [Sphingobium sp. Cam5-1]
PZQ09378.1           -          hits_all_aligned     -            1.4e-50  187.0   2.8   1.4e-50  187.0   2.8   1.8   2   0   0   2   2   1   1 MAG: lasso peptide biosynthesis B2 protein [Rhodanobacter denitrificans]
WP_303545111.1       -          hits_all_aligned     -            1.4e-50  187.0   1.7   1.5e-50  186.8   1.7   1.0   1   0   0   1   1   1   1 lasso peptide biosynthesis B2 protein [Sphingomonas natans]
WP_348336584.1       -          hits_all_aligned     -            1.4e-50  186.9   5.5   1.6e-50  186.7   5.5   1.0   1   0   0   1   1   1   1 lasso peptide biosynthesis B2 protein [Roseibium sp.]
WP_202841048.1       -          hits_all_aligned     -            1.5e-50  186.9   7.1   1.6e-50  186.7   7.1   1.0   1   0   0   1   1   1   1 lasso peptide biosynthesis B2 protein [Luteimonas saliphila]
MFO1255419.1         -          hits_all_aligned     -            1.6e-50  186.7   6.3   1.9e-50  186.5   6.3   1.1   1   0   0   1   1   1   1 lasso peptide biosynthesis B2 protein [Sphingomonadaceae bacterium]
