mcyB	NZ_JADLQW010000001.1	40.816	49	28	1	125	172	439097	438951	3.7	39.7
mcyB	KL571000.1	29.293	99	67	1	75	173	2308	2021	3.7	39.7
mcyB	MVFC01000036.1	28.037	107	76	1	80	186	78138	78455	3.7	39.7
mcyB	NZ_MVFC01000036.1	28.037	107	76	1	80	186	78138	78455	3.7	39.7
mcyB	CP045178.1	28.037	107	76	1	80	186	3107826	3107509	3.7	39.7
mcyB	NZ_CP045178.1	28.037	107	76	1	80	186	3107826	3107509	3.7	39.7
mcyB	LGUT01003020.1	40.000	50	30	0	128	177	403	552	3.7	39.3
mcyB	BMMK01000003.1	40.816	49	28	1	125	172	88236	88382	3.8	39.7
mcyB	NZ_BMMK01000003.1	40.816	49	28	1	125	172	88236	88382	3.8	39.7
mcyB	CP029541.1	32.673	101	61	3	84	184	5440730	5440449	3.9	39.7
mcyB	MAUB01000029.1	42.553	47	26	1	127	172	11043	10903	4.0	39.7
mcyB	NZ_MAUB01000029.1	42.553	47	26	1	127	172	11043	10903	4.0	39.7
mcyB	MKQR01000015.1	35.088	57	36	1	128	184	28678	28511	4.1	39.7
mcyB	NZ_MKQR01000015.1	35.088	57	36	1	128	184	28678	28511	4.1	39.7
mcyB	MOEP01000044.1	31.915	94	61	1	79	172	87656	87384	4.1	39.7
mcyB	NZ_MOEP01000044.1	31.915	94	61	1	79	172	87656	87384	4.1	39.7
mcyB	AP017894.1	42.553	47	26	1	127	172	1033427	1033567	4.1	39.7
mcyB	MSKQ01000001.1	42.553	47	26	1	127	172	81798	81938	4.1	39.7
mcyB	NZ_MSKQ01000001.1	42.553	47	26	1	127	172	81798	81938	4.1	39.7
mcyB	JOFN01000002.1	40.000	50	30	0	128	177	317854	317705	4.1	39.7
mcyB	NZ_JOFN01000002.1	40.000	50	30	0	128	177	317854	317705	4.1	39.7
mcyB	JOBF01000003.1	40.000	50	30	0	128	177	689119	689268	4.1	39.7
mcyB	NZ_JOBF01000003.1	40.000	50	30	0	128	177	689119	689268	4.1	39.7
mcyB	BOOW01000032.1	40.426	47	27	1	127	172	98480	98620	4.2	39.7
mcyB	CP014232.1	42.553	47	26	1	127	172	1279359	1279499	4.4	39.7
mcyB	NZ_CP014232.1	42.553	47	26	1	127	172	1279359	1279499	4.4	39.7
mcyB	BABV01000060.1	42.553	47	26	1	127	172	3753	3893	4.4	39.7
mcyB	LZMK01000235.1	40.816	49	28	1	125	172	110271	110417	4.4	39.7
mcyB	NZ_LZMK01000235.1	40.816	49	28	1	125	172	110271	110417	4.4	39.7
mcyB	NZ_JACCKD010000005.1	30.159	126	84	3	64	186	329172	328798	4.4	39.7
mcyB	VJWX01000327.1	36.207	58	36	1	127	184	4163	3993	4.5	39.7
mcyB	NZ_VJWX01000327.1	36.207	58	36	1	127	184	4163	3993	4.5	39.7
mcyB	MSKV01000001.1	42.553	47	26	1	127	172	153162	153302	4.7	39.3
mcyB	NZ_MSKV01000001.1	42.553	47	26	1	127	172	153162	153302	4.7	39.3
mcyB	RDTC01000001.1	31.683	101	62	3	84	184	3386903	3387184	4.8	39.3
mcyB	NZ_RDTC01000001.1	31.683	101	62	3	84	184	3386903	3387184	4.8	39.3
mcyB	CP029042.1	31.683	101	62	3	84	184	5161451	5161170	4.8	39.3
mcyB	NZ_CP029042.1	31.683	101	62	3	84	184	5161451	5161170	4.8	39.3
mcyB	MT149903.1	32.039	103	63	3	84	186	2600	2887	4.8	39.3
mcyB	KL592603.1	37.288	59	36	1	128	186	41395	41222	4.9	39.3
mcyB	NZ_QUAC01000246.1	40.816	49	29	0	128	176	19386	19240	5.1	39.3
mcyB	CP049782.1	32.039	103	63	3	84	186	3878480	3878767	5.3	39.3
mcyB	UWOA01000023.1	36.207	58	37	0	128	185	30971	31144	5.4	39.3
mcyB	NZ_JACHJK010000012.1	33.333	117	70	3	58	172	307898	308230	5.4	39.3
mcyB	NZ_VMNX01000005.1	33.333	90	45	3	108	184	84387	84124	5.5	39.3
mcyB	SSGD01000034.1	36.207	58	37	0	128	185	46382	46209	5.7	39.3
mcyB	LASW02000017.1	36.207	58	37	0	128	185	16249	16076	5.7	39.3
mcyB	NZ_LASW02000017.1	36.207	58	37	0	128	185	16249	16076	5.7	39.3
mcyB	MVHH01000019.1	36.207	58	37	0	128	185	16177	16004	5.7	39.3
mcyB	NZ_MVHH01000019.1	36.207	58	37	0	128	185	16177	16004	5.7	39.3
mcyB	MSRS01000022.1	38.333	60	33	1	127	186	194848	195015	5.7	39.3
mcyB	NZ_MSRS01000022.1	38.333	60	33	1	127	186	194848	195015	5.7	39.3
mcyB	BNCA01000014.1	30.693	101	63	3	84	184	95677	95396	5.8	39.3
mcyB	NZ_BNCA01000014.1	30.693	101	63	3	84	184	95677	95396	5.8	39.3
mcyB	BMSX01000003.1	28.235	85	60	1	104	187	270885	270631	5.8	39.3
mcyB	NZ_BMSX01000003.1	28.235	85	60	1	104	187	270885	270631	5.8	39.3
mcyB	NZ_JADLRF010000001.1	40.816	49	28	1	125	172	501022	501168	5.8	39.3
mcyB	BLIO01000001.1	30.693	101	63	3	84	184	4309341	4309060	5.8	39.3
mcyB	NZ_BLIO01000001.1	30.693	101	63	3	84	184	4309341	4309060	5.8	39.3
mcyB	BDBN01000087.1	40.816	49	28	1	125	172	21864	21718	5.9	39.3
mcyB	NZ_BDBN01000087.1	40.816	49	28	1	125	172	21864	21718	5.9	39.3
mcyB	PYHS01000016.1	40.816	49	28	1	125	172	161833	161979	6.1	39.3
mcyB	NZ_PYHS01000016.1	40.816	49	28	1	125	172	161833	161979	6.1	39.3
mcyB	BDBF01000011.1	40.816	49	28	1	125	172	46125	45979	6.1	39.3
mcyB	NZ_BDBF01000011.1	40.816	49	28	1	125	172	46125	45979	6.1	39.3
mcyB	NZ_JADLPS010000002.1	40.816	49	28	1	125	172	114394	114248	6.1	39.3
mcyB	CP065959.1	28.723	94	64	1	91	184	290887	290615	6.2	39.3
mcyB	NZ_CP065959.1	28.723	94	64	1	91	184	290887	290615	6.2	39.3
mcyB	CP063814.1	33.333	63	40	2	127	188	561257	561442	6.3	38.9
mcyB	NZ_CP063814.1	33.333	63	40	2	127	188	561257	561442	6.3	38.9
mcyB	NZ_QUAC01000042.1	27.778	90	64	1	99	187	25112	24843	6.3	38.9
mcyB	PSZD01000007.1	40.816	49	28	1	125	172	217693	217839	6.3	38.9
mcyB	NZ_PSZD01000007.1	40.816	49	28	1	125	172	217693	217839	6.3	38.9
mcyB	PSZB01000004.1	40.816	49	28	1	125	172	219938	219792	6.3	38.9
mcyB	NZ_PSZB01000004.1	40.816	49	28	1	125	172	219938	219792	6.3	38.9
mcyB	PSYZ01000009.1	40.816	49	28	1	125	172	217610	217756	6.5	38.9
mcyB	NZ_PSYZ01000009.1	40.816	49	28	1	125	172	217610	217756	6.5	38.9
mcyB	NZ_AUWR01000032.1	36.207	58	37	0	128	185	33514	33341	6.7	38.9
mcyB	BMTP01000002.1	34.444	90	53	3	84	172	422747	422493	6.7	38.9
mcyB	NZ_BMTP01000002.1	34.444	90	53	3	84	172	422747	422493	6.7	38.9
mcyB	JRMM01000002.1	36.207	58	37	0	128	185	32587	32414	6.7	38.9
mcyB	JOAS01002737.1	28.125	96	68	1	93	187	902	615	6.8	38.5
mcyB	MH733622.1	35.484	62	38	2	127	187	232	414	7.0	37.4
mcyB	BMRP01000002.1	28.333	60	43	0	128	187	409112	409291	7.5	38.9
mcyB	NZ_BMRP01000002.1	28.333	60	43	0	128	187	409112	409291	7.5	38.9
mcyB	SMKI01000022.1	29.286	140	88	4	48	186	23894	24283	7.5	38.9
mcyB	NZ_SMKI01000022.1	29.286	140	88	4	48	186	23894	24283	7.5	38.9
mcyB	NZ_JACCFS010000001.1	30.097	103	64	3	83	181	967922	968218	7.5	38.9
mcyB	CP032266.1	28.723	94	64	1	91	184	7941969	7942241	7.6	38.9
mcyB	CP015588.1	28.723	94	64	1	91	184	8359986	8360258	7.6	38.9
mcyB	LACP01000003.1	32.673	101	61	3	84	184	359688	359407	7.6	38.9
mcyB	NZ_LACP01000003.1	32.673	101	61	3	84	184	359688	359407	7.6	38.9
mcyB	NZ_WWIU01000003.1	32.673	101	61	3	84	184	359688	359407	7.6	38.9
mcyB	BAOX01000027.1	29.915	117	78	3	72	187	8454	8113	8.0	38.9
mcyB	REFU01000001.1	29.915	117	78	3	72	187	4130651	4130992	8.1	38.9
mcyB	NZ_REFU01000001.1	29.915	117	78	3	72	187	4130651	4130992	8.1	38.9
mcyB	LEKI01000007.1	28.916	83	53	3	108	187	69870	69631	8.3	38.9
mcyB	NZ_LEKI01000007.1	28.916	83	53	3	108	187	69870	69631	8.3	38.9
mcyB	NOYG01000027.1	30.172	116	77	3	72	186	174980	174642	8.3	38.9
mcyB	NZ_NOYG01000027.1	30.172	116	77	3	72	186	174980	174642	8.3	38.9
mcyB	NOYH01000013.1	30.172	116	77	3	72	186	733796	733458	8.3	38.9
mcyB	NZ_NOYH01000013.1	30.172	116	77	3	72	186	733796	733458	8.3	38.9
mcyB	KL592475.1	28.125	96	68	1	93	187	4995	4708	8.4	38.5
mcyB	JNXR01000039.1	28.125	96	68	1	93	187	40987	40700	8.6	38.5
mcyB	NZ_JNXR01000039.1	28.125	96	68	1	93	187	40987	40700	8.6	38.5
mcyB	NZ_JACOQB010000003.1	36.538	52	33	0	127	178	170495	170650	8.7	38.5
mcyB	LMWT01000041.1	28.235	85	60	1	104	187	86632	86886	9.0	38.5
mcyB	BAVY01000028.1	28.235	85	60	1	104	187	129804	130058	9.0	38.5
mcyB	NZ_BAVY01000028.1	28.235	85	60	1	104	187	129804	130058	9.0	38.5
mcyB	KQ948594.1	28.235	85	60	1	104	187	142556	142810	9.0	38.5
mcyB	NZ_KQ948594.1	28.235	85	60	1	104	187	142556	142810	9.0	38.5
mcyB	MTJO01000015.1	28.235	85	60	1	104	187	194995	194741	9.0	38.5
mcyB	NZ_MTJO01000015.1	28.235	85	60	1	104	187	194995	194741	9.0	38.5
mcyB	NZ_JAASAC010000014.1	35.165	91	51	3	84	172	359813	360067	9.0	38.5
mcyB	BNBK01000001.1	35.165	91	51	3	84	172	487262	487008	9.0	38.5
mcyB	NZ_BNBK01000001.1	35.165	91	51	3	84	172	487262	487008	9.0	38.5
mcyB	QXDE01000003.1	30.000	60	42	0	128	187	300593	300414	9.0	38.5
mcyB	NZ_QXDE01000003.1	30.000	60	42	0	128	187	300593	300414	9.0	38.5
mcyB	JZJK01000086.1	28.235	85	60	1	104	187	924254	924000	9.0	38.5
mcyB	NZ_JZJK01000086.1	28.235	85	60	1	104	187	924254	924000	9.0	38.5
mcyB	PEFI01000002.1	30.000	60	42	0	128	187	402053	402232	9.0	38.5
mcyB	NZ_PEFI01000002.1	30.000	60	42	0	128	187	402053	402232	9.0	38.5
mcyB	FNSB01000002.1	30.000	60	42	0	128	187	1421076	1420897	9.0	38.5
mcyB	NZ_FNSB01000002.1	30.000	60	42	0	128	187	1421076	1420897	9.0	38.5
mcyB	BJHZ01000001.1	28.235	85	60	1	104	187	6510761	6511015	9.0	38.5
mcyB	NZ_BJHZ01000001.1	28.235	85	60	1	104	187	6510761	6511015	9.0	38.5
mcyB	FNKS01000001.1	30.000	60	42	0	128	187	7597292	7597113	9.0	38.5
mcyB	NZ_FNKS01000001.1	30.000	60	42	0	128	187	7597292	7597113	9.0	38.5
mcyB	FYEY01000001.1	30.000	60	42	0	128	187	402391	402570	9.0	38.5
mcyB	NZ_FYEY01000001.1	30.000	60	42	0	128	187	402391	402570	9.0	38.5
mcyB	NSGX01000001.1	30.000	60	42	0	128	187	398055	398234	9.0	38.5
mcyB	NZ_NSGX01000001.1	30.000	60	42	0	128	187	398055	398234	9.0	38.5
mcyB	FNTM01000001.1	30.000	60	42	0	128	187	400754	400933	9.0	38.5
mcyB	NZ_FNTM01000001.1	30.000	60	42	0	128	187	400754	400933	9.0	38.5
mcyB	BA000030.4	28.235	85	60	1	104	187	2672902	2672648	9.0	38.5
mcyB	NC_003155.5	28.235	85	60	1	104	187	2672902	2672648	9.0	38.5
mcyB	NZ_WWIN01000001.1	28.235	85	60	1	104	187	2672902	2672648	9.0	38.5
mcyB	BJHX01000001.1	28.235	85	60	1	104	187	1467136	1466882	9.0	38.5
mcyB	NZ_BJHX01000001.1	28.235	85	60	1	104	187	1467136	1466882	9.0	38.5
mcyB	BJHY01000001.1	28.235	85	60	1	104	187	7602069	7602323	9.0	38.5
mcyB	AP019621.1	28.235	85	60	1	104	187	2662173	2661919	9.0	38.5
mcyB	LGDD01000321.1	32.407	108	65	3	67	172	25548	25243	9.1	38.5
mcyB	NZ_LGDD01000321.1	32.407	108	65	3	67	172	25548	25243	9.1	38.5
mcyB	BBPQ01000048.1	34.409	93	55	2	84	176	25360	25620	9.4	38.5
mcyB	NZ_BBPQ01000048.1	34.409	93	55	2	84	176	25360	25620	9.4	38.5
mcyB	MSZZ01000049.1	36.000	50	32	0	127	176	15774	15923	9.6	38.5
mcyB	KZ084337.1	36.000	50	32	0	127	176	26418	26567	9.6	38.5
mcyB	FNTP01000001.1	30.000	60	42	0	128	187	7671163	7670984	9.6	38.5
mcyB	NZ_FNTP01000001.1	30.000	60	42	0	128	187	7671163	7670984	9.6	38.5
mcyB	RAPL01000001.1	30.000	60	42	0	128	187	418723	418902	9.6	38.5
mcyB	NZ_RAPL01000001.1	30.000	60	42	0	128	187	418723	418902	9.6	38.5
mcyB	NZ_JACSPY010000012.1	36.508	63	38	2	127	188	15094	14909	9.7	38.5
mcyB	JODG01000126.1	30.000	60	42	0	128	187	3341	3520	9.8	38.5
mcyB	NZ_JODG01000126.1	30.000	60	42	0	128	187	3341	3520	9.8	38.5
